Date,RealEntry,Units
2017-04-02,147631053,kWh/d
2017-04-03,147631083,kWh/d
2017-04-04,147631083,kWh/d
2017-04-05,147631083,kWh/d
2017-04-06,147631083,kWh/d
2017-04-07,147631083,kWh/d
2017-04-08,147631053,kWh/d
2017-04-09,147631053,kWh/d
2017-04-10,147631083,kWh/d
2017-04-11,147631083,kWh/d
2017-04-12,147631083,kWh/d
2017-04-13,147631053,kWh/d
2017-04-14,147631053,kWh/d
2017-04-15,147631053,kWh/d
2017-04-16,147631053,kWh/d
2017-04-17,147631053,kWh/d
2017-04-18,147631053,kWh/d
2017-04-19,147631083,kWh/d
2017-04-20,147631053,kWh/d
2017-04-21,147631053,kWh/d
2017-04-22,147631053,kWh/d
2017-04-23,147631053,kWh/d
2017-04-24,147631053,kWh/d
2017-04-25,147631053,kWh/d
2017-04-26,147631053,kWh/d
2017-04-27,147631083,kWh/d
2017-04-28,147631053,kWh/d
2017-04-29,147631053,kWh/d
2017-04-30,147631053,kWh/d
2017-05-01,147631083,kWh/d
2017-05-02,147631083,kWh/d
2017-05-03,147631083,kWh/d
2017-05-04,147631083,kWh/d
2017-05-05,147631083,kWh/d
2017-05-06,147631083,kWh/d
2017-05-07,147631083,kWh/d
2017-05-08,147631083,kWh/d
2017-05-09,147631083,kWh/d
2017-05-10,147631083,kWh/d
2017-05-11,147631083,kWh/d
2017-05-12,147631083,kWh/d
2017-05-13,147631083,kWh/d
2017-05-14,147631083,kWh/d
2017-05-15,147631083,kWh/d
2017-05-16,147631083,kWh/d
2017-05-17,147631083,kWh/d
2017-05-18,147631083,kWh/d
2017-05-19,147631083,kWh/d
2017-05-20,147631083,kWh/d
2017-05-21,147631083,kWh/d
2017-05-22,147631083,kWh/d
2017-05-23,147631083,kWh/d
2017-05-24,147631083,kWh/d
2017-05-25,147631083,kWh/d
2017-05-26,147631083,kWh/d
2017-05-27,147631083,kWh/d
2017-05-28,147631083,kWh/d
2017-05-29,147631083,kWh/d
2017-05-30,147631083,kWh/d
2017-05-31,147631083,kWh/d
2017-06-01,149631099,kWh/d
2017-06-02,159449114,kWh/d
2017-06-03,156791259,kWh/d
2017-06-04,154628115,kWh/d
2017-06-05,152212634,kWh/d
2017-06-06,149631099,kWh/d
2017-06-07,149631099,kWh/d
2017-06-08,149631099,kWh/d
2017-06-09,149631099,kWh/d
2017-06-10,149631099,kWh/d
2017-06-11,149631099,kWh/d
2017-06-12,149631099,kWh/d
2017-06-13,149631099,kWh/d
2017-06-14,149631099,kWh/d
2017-06-15,149631099,kWh/d
2017-06-16,149631099,kWh/d
2017-06-17,149631099,kWh/d
2017-06-18,149631099,kWh/d
2017-06-19,149631099,kWh/d
2017-06-20,149631099,kWh/d
2017-06-21,156473499,kWh/d
2017-06-22,157538859,kWh/d
2017-06-23,169625208,kWh/d
2017-06-24,149631099,kWh/d
2017-06-25,149631099,kWh/d
2017-06-26,149631099,kWh/d
2017-06-27,149631099,kWh/d
2017-06-28,149631099,kWh/d
2017-06-29,149631099,kWh/d
2017-06-30,149631099,kWh/d
2017-07-01,148631091,kWh/d
2017-07-02,148631091,kWh/d
2017-07-03,148631091,kWh/d
2017-07-04,148631091,kWh/d
2017-07-05,148631091,kWh/d
2017-07-06,148631091,kWh/d
2017-07-07,148631091,kWh/d
2017-07-08,148631091,kWh/d
2017-07-09,148631091,kWh/d
2017-07-10,148631091,kWh/d
2017-07-11,148631091,kWh/d
2017-07-12,148631091,kWh/d
2017-07-13,148631091,kWh/d
2017-07-14,148631091,kWh/d
2017-07-15,148631091,kWh/d
2017-07-16,148631091,kWh/d
2017-07-17,148631091,kWh/d
2017-07-18,148631091,kWh/d
2017-07-19,148631091,kWh/d
2017-07-20,148631115,kWh/d
2017-07-21,148631091,kWh/d
2017-07-22,148631091,kWh/d
2017-07-23,148631091,kWh/d
2017-07-24,148631091,kWh/d
2017-07-25,148631091,kWh/d
2017-07-26,148631091,kWh/d
2017-07-27,148631091,kWh/d
2017-07-28,148631091,kWh/d
2017-07-29,148631091,kWh/d
2017-07-30,148631091,kWh/d
2017-07-31,148631091,kWh/d
2017-08-01,152631099,kWh/d
2017-08-02,152631099,kWh/d
2017-08-03,162639098,kWh/d
2017-08-04,152631099,kWh/d
2017-08-05,152631099,kWh/d
2017-08-06,152631099,kWh/d
2017-08-07,152631099,kWh/d
2017-08-08,152631099,kWh/d
2017-08-09,152631099,kWh/d
2017-08-10,152631099,kWh/d
2017-08-11,152631099,kWh/d
2017-08-12,152631099,kWh/d
2017-08-13,152631099,kWh/d
2017-08-14,152631099,kWh/d
2017-08-15,152631099,kWh/d
2017-08-16,152631099,kWh/d
2017-08-17,152631099,kWh/d
2017-08-18,152631099,kWh/d
2017-08-19,152631099,kWh/d
2017-08-20,152631099,kWh/d
2017-08-21,152631099,kWh/d
2017-08-22,152631099,kWh/d
2017-08-23,152631099,kWh/d
2017-08-24,152631099,kWh/d
2017-08-25,152631099,kWh/d
2017-08-26,152631099,kWh/d
2017-08-27,152631099,kWh/d
2017-08-28,152631099,kWh/d
2017-08-29,152631099,kWh/d
2017-08-30,152631099,kWh/d
2017-08-31,152631099,kWh/d
2017-09-01,147631083,kWh/d
2017-09-02,147631083,kWh/d
2017-09-03,147631083,kWh/d
2017-09-04,147631083,kWh/d
2017-09-05,147631083,kWh/d
2017-09-06,147631083,kWh/d
2017-09-07,147631083,kWh/d
2017-09-08,147631083,kWh/d
2017-09-09,147631083,kWh/d
2017-09-10,147631083,kWh/d
2017-09-11,147631083,kWh/d
2017-09-12,147631083,kWh/d
2017-09-13,147631083,kWh/d
2017-09-14,147631083,kWh/d
2017-09-15,147631083,kWh/d
2017-09-16,147631083,kWh/d
2017-09-17,147631083,kWh/d
2017-09-18,147631083,kWh/d
2017-09-19,147631083,kWh/d
2017-09-20,147631083,kWh/d
2017-09-21,147631083,kWh/d
2017-09-22,147631083,kWh/d
2017-09-23,147631083,kWh/d
2017-09-24,147631083,kWh/d
2017-09-25,147631083,kWh/d
2017-09-26,147631083,kWh/d
2017-09-27,147631083,kWh/d
2017-09-28,147631083,kWh/d
2017-09-29,147631083,kWh/d
2017-09-30,147631083,kWh/d
2017-10-01,147645075,kWh/d
2017-10-02,147646579,kWh/d
2017-10-03,163185074,kWh/d
2017-10-04,147645075,kWh/d
2017-10-05,148045083,kWh/d
2017-10-06,147645075,kWh/d
2017-10-07,147645075,kWh/d
2017-10-08,147645075,kWh/d
2017-10-09,154396619,kWh/d
2017-10-10,174546170,kWh/d
2017-10-11,174546170,kWh/d
2017-10-12,166785056,kWh/d
2017-10-13,173016291,kWh/d
2017-10-14,151649083,kWh/d
2017-10-15,163359434,kWh/d
2017-10-16,160772638,kWh/d
2017-10-17,174546170,kWh/d
2017-10-18,174546168,kWh/d
2017-10-19,172856745,kWh/d
2017-10-20,174546169,kWh/d
2017-10-21,149078376,kWh/d
2017-10-22,159217874,kWh/d
2017-10-23,160258418,kWh/d
2017-10-24,174546168,kWh/d
2017-10-25,147656963,kWh/d
2017-10-26,174546170,kWh/d
2017-10-27,172643064,kWh/d
2017-10-28,147645075,kWh/d
2017-10-29,147648873,kWh/d
2017-10-30,164644035,kWh/d
2017-10-31,147655075,kWh/d
2017-11-01,147645075,kWh/d
2017-11-02,147645075,kWh/d
2017-11-03,147645075,kWh/d
2017-11-04,147645075,kWh/d
2017-11-05,147645075,kWh/d
2017-11-06,147645075,kWh/d
2017-11-07,147645075,kWh/d
2017-11-08,147645075,kWh/d
2017-11-09,147645075,kWh/d
2017-11-10,147645075,kWh/d
2017-11-11,147645075,kWh/d
2017-11-12,147645075,kWh/d
2017-11-13,147645075,kWh/d
2017-11-14,147645075,kWh/d
2017-11-15,147645075,kWh/d
2017-11-16,147645075,kWh/d
2017-11-17,147645075,kWh/d
2017-11-18,147645075,kWh/d
2017-11-19,147645075,kWh/d
2017-11-20,147645075,kWh/d
2017-11-21,147645075,kWh/d
2017-11-22,147645075,kWh/d
2017-11-23,147645075,kWh/d
2017-11-24,147645075,kWh/d
2017-11-25,147645075,kWh/d
2017-11-26,147645075,kWh/d
2017-11-27,147645075,kWh/d
2017-11-28,147645075,kWh/d
2017-11-29,147645075,kWh/d
2017-11-30,147645075,kWh/d
2017-12-01,147645075,kWh/d
2017-12-02,147645075,kWh/d
2017-12-03,147654412,kWh/d
2017-12-04,147645075,kWh/d
2017-12-05,147645075,kWh/d
2017-12-06,149545083,kWh/d
2017-12-07,147645075,kWh/d
2017-12-08,147645075,kWh/d
2017-12-09,147645075,kWh/d
2017-12-10,147645075,kWh/d
2017-12-11,147645075,kWh/d
2017-12-12,147645075,kWh/d
2017-12-13,147645075,kWh/d
2017-12-14,147645075,kWh/d
2017-12-15,147645075,kWh/d
2017-12-16,147645075,kWh/d
2017-12-17,147645075,kWh/d
2017-12-18,147645075,kWh/d
2017-12-19,154941074,kWh/d
2017-12-20,147645075,kWh/d
2017-12-21,147651347,kWh/d
2017-12-22,147647650,kWh/d
2017-12-23,147647825,kWh/d
2017-12-24,147645075,kWh/d
2017-12-25,147647575,kWh/d
2017-12-26,147645075,kWh/d
2017-12-27,147645075,kWh/d
2017-12-28,147645075,kWh/d
2017-12-29,147645075,kWh/d
2017-12-30,147645075,kWh/d
2017-12-31,147645075,kWh/d
2018-01-01,147645075,kWh/d
2018-01-02,147645075,kWh/d
2018-01-03,147645075,kWh/d
2018-01-04,147645075,kWh/d
2018-01-05,147645075,kWh/d
2018-01-06,147645075,kWh/d
2018-01-07,147645075,kWh/d
2018-01-08,152743089,kWh/d
2018-01-09,147645075,kWh/d
2018-01-10,147645087,kWh/d
2018-01-11,147645075,kWh/d
2018-01-12,147645075,kWh/d
2018-01-13,147645075,kWh/d
2018-01-14,147645075,kWh/d
2018-01-15,147645075,kWh/d
2018-01-16,147645075,kWh/d
2018-01-17,147645075,kWh/d
2018-01-18,147645075,kWh/d
2018-01-19,147645075,kWh/d
2018-01-20,147645075,kWh/d
2018-01-21,147645075,kWh/d
2018-01-22,147645075,kWh/d
2018-01-23,147645075,kWh/d
2018-01-24,147645075,kWh/d
2018-01-25,147645075,kWh/d
2018-01-26,147645075,kWh/d
2018-01-27,147645075,kWh/d
2018-01-28,147645075,kWh/d
2018-01-29,147645075,kWh/d
2018-01-30,147645075,kWh/d
2018-01-31,150045075,kWh/d
2018-02-01,152445075,kWh/d
2018-02-02,153645075,kWh/d
2018-02-03,149734238,kWh/d
2018-02-04,149733074,kWh/d
2018-02-05,152139544,kWh/d
2018-02-06,157241089,kWh/d
2018-02-07,164572106,kWh/d
2018-02-08,164572106,kWh/d
2018-02-09,164572106,kWh/d
2018-02-10,149733074,kWh/d
2018-02-11,149733074,kWh/d
2018-02-12,149733074,kWh/d
2018-02-13,147645075,kWh/d
2018-02-14,147645075,kWh/d
2018-02-15,147645075,kWh/d
2018-02-16,147669290,kWh/d
2018-02-17,147645075,kWh/d
2018-02-18,147645075,kWh/d
2018-02-19,147645075,kWh/d
2018-02-20,147645075,kWh/d
2018-02-21,147645075,kWh/d
2018-02-22,147645075,kWh/d
2018-02-23,147645075,kWh/d
2018-02-24,147645075,kWh/d
2018-02-25,147645075,kWh/d
2018-02-26,147645075,kWh/d
2018-02-27,147645075,kWh/d
2018-02-28,147645075,kWh/d
2018-03-01,147645075,kWh/d
2018-03-02,147645075,kWh/d
2018-03-03,147645075,kWh/d
2018-03-04,147645075,kWh/d
2018-03-05,147645075,kWh/d
2018-03-06,147645075,kWh/d
2018-03-07,150645075,kWh/d
2018-03-08,160153082,kWh/d
2018-03-09,147645075,kWh/d
2018-03-10,147645075,kWh/d
2018-03-11,147645075,kWh/d
2018-03-12,147645075,kWh/d
2018-03-13,147645075,kWh/d
2018-03-14,147645075,kWh/d
2018-03-15,147645075,kWh/d
2018-03-16,147645075,kWh/d
2018-03-17,147645075,kWh/d
2018-03-18,147645075,kWh/d
2018-03-19,147645075,kWh/d
2018-03-20,147645075,kWh/d
2018-03-21,147645075,kWh/d
2018-03-22,147645075,kWh/d
2018-03-23,147645075,kWh/d
2018-03-24,147645075,kWh/d
2018-03-25,147645075,kWh/d
2018-03-26,147645075,kWh/d
2018-03-27,147645075,kWh/d
2018-03-28,147645075,kWh/d
2018-03-29,147645075,kWh/d
2018-03-30,147645075,kWh/d
2018-03-31,147645075,kWh/d
2018-04-01,147645075,kWh/d
2018-04-02,147645075,kWh/d
2018-04-03,147645075,kWh/d
2018-04-04,147645075,kWh/d
2018-04-05,147645075,kWh/d
2018-04-06,147645075,kWh/d
2018-04-07,147645075,kWh/d
2018-04-08,147645075,kWh/d
2018-04-09,147645075,kWh/d
2018-04-10,147645075,kWh/d
2018-04-11,147645075,kWh/d
2018-04-12,147645075,kWh/d
2018-04-13,147645075,kWh/d
2018-04-14,147645075,kWh/d
2018-04-15,147645075,kWh/d
2018-04-16,147645075,kWh/d
2018-04-17,147645075,kWh/d
2018-04-18,147645075,kWh/d
2018-04-19,147645075,kWh/d
2018-04-20,147645075,kWh/d
2018-04-21,147645075,kWh/d
2018-04-22,147645075,kWh/d
2018-04-23,147645075,kWh/d
2018-04-24,147645075,kWh/d
2018-04-25,147645075,kWh/d
2018-04-26,147645075,kWh/d
2018-04-27,147645075,kWh/d
2018-04-28,147645075,kWh/d
2018-04-29,147645075,kWh/d
2018-04-30,147645075,kWh/d
2018-05-01,147645075,kWh/d
2018-05-02,147645075,kWh/d
2018-05-03,147645075,kWh/d
2018-05-04,147645075,kWh/d
2018-05-05,147645075,kWh/d
2018-05-06,147645075,kWh/d
2018-05-07,147645075,kWh/d
2018-05-08,147645075,kWh/d
2018-05-09,147645075,kWh/d
2018-05-10,147645075,kWh/d
2018-05-11,147645075,kWh/d
2018-05-12,147645075,kWh/d
2018-05-13,147645075,kWh/d
2018-05-14,147645075,kWh/d
2018-05-15,147645075,kWh/d
2018-05-16,147645075,kWh/d
2018-05-17,147645075,kWh/d
2018-05-18,147645075,kWh/d
2018-05-19,147645075,kWh/d
2018-05-20,147645075,kWh/d
2018-05-21,147645075,kWh/d
2018-05-22,147645075,kWh/d
2018-05-23,147645075,kWh/d
2018-05-24,147645075,kWh/d
2018-05-25,147645075,kWh/d
2018-05-26,147645075,kWh/d
2018-05-27,147645075,kWh/d
2018-05-28,147645075,kWh/d
2018-05-29,147645075,kWh/d
2018-05-30,147645075,kWh/d
2018-05-31,147645075,kWh/d
2018-06-01,147645075,kWh/d
2018-06-02,147645075,kWh/d
2018-06-03,147645075,kWh/d
2018-06-04,147645075,kWh/d
2018-06-05,147645075,kWh/d
2018-06-06,147645075,kWh/d
2018-06-07,147645075,kWh/d
2018-06-08,147645075,kWh/d
2018-06-09,147645075,kWh/d
2018-06-10,147645075,kWh/d
2018-06-11,147645075,kWh/d
2018-06-12,147645075,kWh/d
2018-06-13,147645075,kWh/d
2018-06-14,147645075,kWh/d
2018-06-15,147645075,kWh/d
2018-06-16,147645075,kWh/d
2018-06-17,147645075,kWh/d
2018-06-18,147645075,kWh/d
2018-06-19,147645075,kWh/d
2018-06-20,147645075,kWh/d
2018-06-21,147645075,kWh/d
2018-06-22,147645075,kWh/d
2018-06-23,147645075,kWh/d
2018-06-24,147645075,kWh/d
2018-06-25,147645075,kWh/d
2018-06-26,147645075,kWh/d
2018-06-27,147645075,kWh/d
2018-06-28,147645075,kWh/d
2018-06-29,147645075,kWh/d
2018-06-30,147645075,kWh/d
2018-07-01,147645194,kWh/d
2018-07-02,147645194,kWh/d
2018-07-03,147645194,kWh/d
2018-07-04,147645194,kWh/d
2018-07-05,147645194,kWh/d
2018-07-06,147645194,kWh/d
2018-07-07,147645194,kWh/d
2018-07-08,147645194,kWh/d
2018-07-09,147645194,kWh/d
2018-07-10,147645194,kWh/d
2018-07-11,147645194,kWh/d
2018-07-12,147645194,kWh/d
2018-07-13,147645194,kWh/d
2018-07-14,147645194,kWh/d
2018-07-15,147645194,kWh/d
2018-07-16,147645194,kWh/d
2018-07-17,147645194,kWh/d
2018-07-18,147645194,kWh/d
2018-07-19,147645194,kWh/d
2018-07-20,147645194,kWh/d
2018-07-21,147645194,kWh/d
2018-07-22,147645194,kWh/d
2018-07-23,147645194,kWh/d
2018-07-24,147645194,kWh/d
2018-07-25,147645194,kWh/d
2018-07-26,147645194,kWh/d
2018-07-27,147645194,kWh/d
2018-07-28,147645194,kWh/d
2018-07-29,147645194,kWh/d
2018-07-30,147645194,kWh/d
2018-07-31,147645194,kWh/d
2018-08-01,147645194,kWh/d
2018-08-02,147645194,kWh/d
2018-08-03,147645194,kWh/d
2018-08-04,147645194,kWh/d
2018-08-05,147645194,kWh/d
2018-08-06,147645194,kWh/d
2018-08-07,147645194,kWh/d
2018-08-08,147645194,kWh/d
2018-08-09,147645194,kWh/d
2018-08-10,147645194,kWh/d
2018-08-11,147645194,kWh/d
2018-08-12,147645194,kWh/d
2018-08-13,147645194,kWh/d
2018-08-14,147645194,kWh/d
2018-08-15,147645194,kWh/d
2018-08-16,147645194,kWh/d
2018-08-17,147645194,kWh/d
2018-08-18,147645194,kWh/d
2018-08-19,147645194,kWh/d
2018-08-20,147645194,kWh/d
2018-08-21,147645194,kWh/d
2018-08-22,147645194,kWh/d
2018-08-23,147645194,kWh/d
2018-08-24,147645194,kWh/d
2018-08-25,147645194,kWh/d
2018-08-26,147645194,kWh/d
2018-08-27,147645194,kWh/d
2018-08-28,147645194,kWh/d
2018-08-29,147645194,kWh/d
2018-08-30,147645194,kWh/d
2018-08-31,147645194,kWh/d
2018-09-01,154845194,kWh/d
2018-09-02,154845194,kWh/d
2018-09-03,154845194,kWh/d
2018-09-04,154845194,kWh/d
2018-09-05,154845194,kWh/d
2018-09-06,154845194,kWh/d
2018-09-07,154845194,kWh/d
2018-09-08,154845194,kWh/d
2018-09-09,154845194,kWh/d
2018-09-10,154845194,kWh/d
2018-09-11,154845194,kWh/d
2018-09-12,154845194,kWh/d
2018-09-13,154845194,kWh/d
2018-09-14,154845194,kWh/d
2018-09-15,154845194,kWh/d
2018-09-16,154845194,kWh/d
2018-09-17,154845194,kWh/d
2018-09-18,154845194,kWh/d
2018-09-19,154845194,kWh/d
2018-09-20,154845194,kWh/d
2018-09-21,154845194,kWh/d
2018-09-22,154845261,kWh/d
2018-09-23,154845194,kWh/d
2018-09-24,154845194,kWh/d
2018-09-25,154845194,kWh/d
2018-09-26,154845194,kWh/d
2018-09-27,154845194,kWh/d
2018-09-28,154845194,kWh/d
2018-09-29,154845194,kWh/d
2018-09-30,154845194,kWh/d
2018-10-01,164572107,kWh/d
2018-10-02,164572107,kWh/d
2018-10-03,164572107,kWh/d
2018-10-04,164572107,kWh/d
2018-10-05,164572107,kWh/d
2018-10-06,164572107,kWh/d
2018-10-07,164572107,kWh/d
2018-10-08,164572107,kWh/d
2018-10-09,164572107,kWh/d
2018-10-10,164572107,kWh/d
2018-10-11,164572107,kWh/d
2018-10-12,164572107,kWh/d
2018-10-13,164572107,kWh/d
2018-10-14,164572107,kWh/d
2018-10-15,164572107,kWh/d
2018-10-16,164572107,kWh/d
2018-10-17,164572107,kWh/d
2018-10-18,164572107,kWh/d
2018-10-19,164572107,kWh/d
2018-10-20,164572107,kWh/d
2018-10-21,164572107,kWh/d
2018-10-22,164572107,kWh/d
2018-10-23,164572107,kWh/d
2018-10-24,164572107,kWh/d
2018-10-25,164572107,kWh/d
2018-10-26,164572107,kWh/d
2018-10-27,164572107,kWh/d
2018-10-28,164572107,kWh/d
2018-10-29,164572107,kWh/d
2018-10-30,164578756,kWh/d
2018-10-31,174258374,kWh/d
2018-11-01,164572107,kWh/d
2018-11-02,164572107,kWh/d
2018-11-03,164572107,kWh/d
2018-11-04,164572107,kWh/d
2018-11-05,164572107,kWh/d
2018-11-06,164572107,kWh/d
2018-11-07,164572107,kWh/d
2018-11-08,164572107,kWh/d
2018-11-09,164572107,kWh/d
2018-11-10,164572107,kWh/d
2018-11-11,164572107,kWh/d
2018-11-12,164572107,kWh/d
2018-11-13,164572107,kWh/d
2018-11-14,164572107,kWh/d
2018-11-15,164572107,kWh/d
2018-11-16,164572107,kWh/d
2018-11-17,164572107,kWh/d
2018-11-18,164572107,kWh/d
2018-11-19,164572107,kWh/d
2018-11-20,164572107,kWh/d
2018-11-21,164572107,kWh/d
2018-11-22,164572107,kWh/d
2018-11-23,164572107,kWh/d
2018-11-24,164572107,kWh/d
2018-11-25,164572107,kWh/d
2018-11-26,164572107,kWh/d
2018-11-27,164572107,kWh/d
2018-11-28,164572107,kWh/d
2018-11-29,164572107,kWh/d
2018-11-30,164572107,kWh/d
2018-12-01,164572107,kWh/d
2018-12-02,164572107,kWh/d
2018-12-03,164572107,kWh/d
2018-12-04,164572107,kWh/d
2018-12-05,164572107,kWh/d
2018-12-06,164572107,kWh/d
2018-12-07,164572107,kWh/d
2018-12-08,164572107,kWh/d
2018-12-09,164572107,kWh/d
2018-12-10,164572107,kWh/d
2018-12-11,164572107,kWh/d
2018-12-12,164572107,kWh/d
2018-12-13,164572107,kWh/d
2018-12-14,164572107,kWh/d
2018-12-15,164572107,kWh/d
2018-12-16,164572107,kWh/d
2018-12-17,164572107,kWh/d
2018-12-18,164572107,kWh/d
2018-12-19,164572107,kWh/d
2018-12-20,164572107,kWh/d
2018-12-21,164572107,kWh/d
2018-12-22,164572107,kWh/d
2018-12-23,164572107,kWh/d
2018-12-24,164572107,kWh/d
2018-12-25,164572107,kWh/d
2018-12-26,164572107,kWh/d
2018-12-27,164572107,kWh/d
2018-12-28,164572107,kWh/d
2018-12-29,164572107,kWh/d
2018-12-30,164572107,kWh/d
2018-12-31,164572107,kWh/d
2019-01-01,164572108,kWh/d
2019-01-02,164572108,kWh/d
2019-01-03,164572108,kWh/d
2019-01-04,164572060,kWh/d
2019-01-05,164572060,kWh/d
2019-01-06,164572060,kWh/d
2019-01-07,164572060,kWh/d
2019-01-08,164572060,kWh/d
2019-01-09,164572108,kWh/d
2019-01-10,164572060,kWh/d
2019-01-11,164572060,kWh/d
2019-01-12,164572060,kWh/d
2019-01-13,164572060,kWh/d
2019-01-14,164572060,kWh/d
2019-01-15,164572060,kWh/d
2019-01-16,164572060,kWh/d
2019-01-17,164572060,kWh/d
2019-01-18,164572060,kWh/d
2019-01-19,164572060,kWh/d
2019-01-20,164572060,kWh/d
2019-01-21,164572060,kWh/d
2019-01-22,164572060,kWh/d
2019-01-23,164572060,kWh/d
2019-01-24,164572060,kWh/d
2019-01-25,164572060,kWh/d
2019-01-26,164572060,kWh/d
2019-01-27,164572060,kWh/d
2019-01-28,164572060,kWh/d
2019-01-29,164572060,kWh/d
2019-01-30,164572060,kWh/d
2019-01-31,164572060,kWh/d
2019-02-01,164572060,kWh/d
2019-02-02,164572060,kWh/d
2019-02-03,164572060,kWh/d
2019-02-04,164572060,kWh/d
2019-02-05,164572060,kWh/d
2019-02-06,164572060,kWh/d
2019-02-07,164572060,kWh/d
2019-02-08,164572060,kWh/d
2019-02-09,164572060,kWh/d
2019-02-10,164572060,kWh/d
2019-02-11,164572060,kWh/d
2019-02-12,164572060,kWh/d
2019-02-13,164572060,kWh/d
2019-02-14,164572060,kWh/d
2019-02-15,164572060,kWh/d
2019-02-16,164572060,kWh/d
2019-02-17,164572060,kWh/d
2019-02-18,164572060,kWh/d
2019-02-19,164572060,kWh/d
2019-02-20,164572108,kWh/d
2019-02-21,164572060,kWh/d
2019-02-22,164572060,kWh/d
2019-02-23,164572060,kWh/d
2019-02-24,164572060,kWh/d
2019-02-25,164572060,kWh/d
2019-02-26,164572060,kWh/d
2019-02-27,164572060,kWh/d
2019-02-28,164572060,kWh/d
2019-03-01,164572060,kWh/d
2019-03-02,164572060,kWh/d
2019-03-03,164572060,kWh/d
2019-03-04,164572060,kWh/d
2019-03-05,164572060,kWh/d
2019-03-06,164572060,kWh/d
2019-03-07,164572060,kWh/d
2019-03-08,164572060,kWh/d
2019-03-09,164572060,kWh/d
2019-03-10,164572060,kWh/d
2019-03-11,164572060,kWh/d
2019-03-12,164572060,kWh/d
2019-03-13,164572060,kWh/d
2019-03-14,164572060,kWh/d
2019-03-15,164572060,kWh/d
2019-03-16,164572060,kWh/d
2019-03-17,164572060,kWh/d
2019-03-18,164572060,kWh/d
2019-03-19,164572060,kWh/d
2019-03-20,164572084,kWh/d
2019-03-21,164572060,kWh/d
2019-03-22,164572060,kWh/d
2019-03-23,164572060,kWh/d
2019-03-24,164572060,kWh/d
2019-03-25,164572060,kWh/d
2019-03-26,164572060,kWh/d
2019-03-27,164572060,kWh/d
2019-03-28,164572060,kWh/d
2019-03-29,164572060,kWh/d
2019-03-30,164572060,kWh/d
2019-03-31,164572060,kWh/d
2019-04-01,174546171,kWh/d
2019-04-02,174546171,kWh/d
2019-04-03,150100060,kWh/d
2019-04-04,174546171,kWh/d
2019-04-05,157540060,kWh/d
2019-04-06,150100060,kWh/d
2019-04-07,150100060,kWh/d
2019-04-08,150106460,kWh/d
2019-04-09,150115339,kWh/d
2019-04-10,150100060,kWh/d
2019-04-11,150115689,kWh/d
2019-04-12,165300051,kWh/d
2019-04-13,150102328,kWh/d
2019-04-14,150100060,kWh/d
2019-04-15,150100060,kWh/d
2019-04-16,150100060,kWh/d
2019-04-17,150100060,kWh/d
2019-04-18,150100060,kWh/d
2019-04-19,150115164,kWh/d
2019-04-20,150100060,kWh/d
2019-04-21,150114312,kWh/d
2019-04-22,150116357,kWh/d
2019-04-23,150100060,kWh/d
2019-04-24,150100060,kWh/d
2019-04-25,150100060,kWh/d
2019-04-26,150109709,kWh/d
2019-04-27,150100060,kWh/d
2019-04-28,150100060,kWh/d
2019-04-29,160908131,kWh/d
2019-04-30,174546171,kWh/d
2019-05-01,150101067,kWh/d
2019-05-02,150101067,kWh/d
2019-05-03,150101067,kWh/d
2019-05-04,150101067,kWh/d
2019-05-05,150101067,kWh/d
2019-05-06,150101067,kWh/d
2019-05-07,150101067,kWh/d
2019-05-08,150101067,kWh/d
2019-05-09,150101067,kWh/d
2019-05-10,150101067,kWh/d
2019-05-11,150101067,kWh/d
2019-05-12,150101067,kWh/d
2019-05-13,150101067,kWh/d
2019-05-14,150101067,kWh/d
2019-05-15,150101067,kWh/d
2019-05-16,150101067,kWh/d
2019-05-17,150101067,kWh/d
2019-05-18,150101067,kWh/d
2019-05-19,150101067,kWh/d
2019-05-20,150101067,kWh/d
2019-05-21,150101067,kWh/d
2019-05-22,150101067,kWh/d
2019-05-23,150101067,kWh/d
2019-05-24,150101067,kWh/d
2019-05-25,150101067,kWh/d
2019-05-26,150101067,kWh/d
2019-05-27,159701067,kWh/d
2019-05-28,150101067,kWh/d
2019-05-29,150101067,kWh/d
2019-05-30,150110016,kWh/d
2019-05-31,162106377,kWh/d
2019-06-01,150100060,kWh/d
2019-06-02,150100060,kWh/d
2019-06-03,150100060,kWh/d
2019-06-04,150100060,kWh/d
2019-06-05,150100060,kWh/d
2019-06-06,150100060,kWh/d
2019-06-07,150100060,kWh/d
2019-06-08,150100060,kWh/d
2019-06-09,150100060,kWh/d
2019-06-10,150100060,kWh/d
2019-06-11,150100060,kWh/d
2019-06-12,150100060,kWh/d
2019-06-13,150100060,kWh/d
2019-06-14,150100060,kWh/d
2019-06-15,150100060,kWh/d
2019-06-16,150100060,kWh/d
2019-06-17,150100060,kWh/d
2019-06-18,150100060,kWh/d
2019-06-19,150100060,kWh/d
2019-06-20,150100060,kWh/d
2019-06-21,150100060,kWh/d
2019-06-22,150100060,kWh/d
2019-06-23,150100060,kWh/d
2019-06-24,150100060,kWh/d
2019-06-25,150100060,kWh/d
2019-06-26,150100060,kWh/d
2019-06-27,150100060,kWh/d
2019-06-28,150100060,kWh/d
2019-06-29,174546171,kWh/d
2019-06-30,174546171,kWh/d
2019-07-01,152260060,kWh/d
2019-07-02,152260060,kWh/d
