Date,Product,TradeDate,LastPriceDaily [EUR/MWh],DailyTradingVolume [MWh/d]
2017-06-29,DA,2017-06-28,17.0,14846.0
2017-06-30,DA,2017-06-29,17.6,4804.0
2017-07-01,DA,2017-06-30,16.7,34550.0
2017-07-02,DA,2017-07-01,16.49,3565.0
2017-07-03,DA,2017-07-02,18.62,2500.0
2017-07-04,DA,2017-07-03,16.95,8130.0
2017-07-05,DA,2017-07-04,16.95,8890.0
2017-07-06,DA,2017-07-05,17.15,16653.0
2017-07-07,DA,2017-07-06,16.96,15111.0
2017-07-08,DA,2017-07-07,16.9,15089.0
2017-07-09,DA,2017-07-08,16.97,5115.0
2017-07-10,DA,2017-07-09,17.45,4500.0
2017-07-11,DA,2017-07-10,17.15,11748.0
2017-07-12,DA,2017-07-11,16.9,9320.0
2017-07-13,DA,2017-07-12,16.7,13798.0
2017-07-14,DA,2017-07-13,16.9,16913.0
2017-07-15,DA,2017-07-14,16.66,24530.0
2017-07-16,DA,2017-07-15,16.86,3000.0
2017-07-17,DA,2017-07-16,17.35,3000.0
2017-07-18,DA,2017-07-17,16.5,27104.0
2017-07-19,DA,2017-07-18,16.5,14198.0
2017-07-20,DA,2017-07-19,16.5,13113.0
2017-07-21,DA,2017-07-20,16.65,5173.0
2017-07-22,DA,2017-07-21,17.0,19314.0
2017-07-23,DA,2017-07-22,16.95,4086.0
2017-07-24,DA,2017-07-23,17.1,1901.0
2017-07-25,DA,2017-07-24,16.5,10873.0
2017-07-26,DA,2017-07-25,16.36,24903.0
2017-07-27,DA,2017-07-26,16.6,9323.0
2017-07-28,DA,2017-07-27,16.65,9708.0
2017-07-29,DA,2017-07-28,16.25,11226.0
2017-07-30,DA,2017-07-29,16.99,3501.0
2017-07-31,DA,2017-07-30,17.49,3500.0
2017-08-01,DA,2017-07-31,17.2,10246.0
2017-08-02,DA,2017-08-01,17.0,10023.0
2017-08-03,DA,2017-08-02,17.19,16152.0
2017-08-04,DA,2017-08-03,17.3,3214.0
2017-08-05,DA,2017-08-04,15.0,7423.0
2017-08-06,DA,2017-08-05,16.05,16001.0
2017-08-07,DA,2017-08-06,16.99,1765.0
2017-08-08,DA,2017-08-07,16.15,10405.0
2017-08-09,DA,2017-08-08,16.4,11340.0
2017-08-10,DA,2017-08-09,16.0,15087.0
2017-08-11,DA,2017-08-10,16.15,20589.0
2017-08-12,DA,2017-08-11,15.62,9981.0
2017-08-13,DA,2017-08-12,16.18,1500.0
2017-08-14,DA,2017-08-13,16.1,4701.0
2017-08-15,DA,2017-08-14,16.0,17099.0
2017-08-16,DA,2017-08-15,16.2,6000.0
2017-08-17,DA,2017-08-16,16.4,3908.0
2017-08-18,DA,2017-08-17,16.3,17908.0
2017-08-19,DA,2017-08-18,15.8,8293.0
2017-08-20,DA,2017-08-19,16.0,3000.0
2017-08-21,DA,2017-08-20,17.5,900.0
2017-08-22,DA,2017-08-21,16.46,5000.0
2017-08-23,DA,2017-08-22,16.65,7517.0
2017-08-24,DA,2017-08-23,16.7,10209.0
2017-08-25,DA,2017-08-24,16.6,14682.0
2017-08-26,DA,2017-08-25,16.5,23140.0
2017-08-27,DA,2017-08-26,17.0,4380.0
2017-08-28,DA,2017-08-27,17.25,2000.0
2017-08-29,DA,2017-08-28,17.9,9191.0
2017-08-30,DA,2017-08-29,17.99,14085.0
2017-08-31,DA,2017-08-30,17.95,9412.0
2017-09-01,DA,2017-08-31,17.45,3714.0
2017-09-02,DA,2017-09-01,16.7,15740.0
2017-09-03,DA,2017-09-02,17.77,2050.0
2017-09-04,DA,2017-09-03,18.0,1500.0
2017-09-05,DA,2017-09-04,17.2,3657.0
2017-09-06,DA,2017-09-05,17.3,12834.0
2017-09-07,DA,2017-09-06,17.35,7501.0
2017-09-08,DA,2017-09-07,17.35,7167.0
2017-09-09,DA,2017-09-08,16.9,15565.0
2017-09-10,DA,2017-09-09,16.56,7270.0
2017-09-11,DA,2017-09-10,17.3,1584.0
2017-09-12,DA,2017-09-11,17.4,8056.0
2017-09-13,DA,2017-09-12,17.32,8899.0
2017-09-14,DA,2017-09-13,17.45,9050.0
2017-09-15,DA,2017-09-14,17.85,14915.0
2017-09-16,DA,2017-09-15,17.85,4589.0
2017-09-17,DA,2017-09-16,17.89,1501.0
2017-09-18,DA,2017-09-17,18.2,1501.0
2017-09-19,DA,2017-09-18,17.85,18000.0
2017-09-20,DA,2017-09-19,17.85,5008.0
2017-09-21,DA,2017-09-20,18.3,4675.0
2017-09-22,DA,2017-09-21,18.25,2001.0
2017-09-23,DA,2017-09-22,17.6,11595.0
2017-09-24,DA,2017-09-23,17.6,8084.0
2017-09-25,DA,2017-09-24,18.4,5084.0
2017-09-26,DA,2017-09-25,18.35,20508.0
2017-09-27,DA,2017-09-26,18.1,22595.0
2017-09-28,DA,2017-09-27,18.75,15968.0
2017-09-29,DA,2017-09-28,19.0,18414.0
2017-09-30,DA,2017-09-29,17.2,12492.0
2017-10-01,DA,2017-09-30,18.77,3073.0
2017-10-02,DA,2017-10-01,18.9,2000.0
2017-10-03,DA,2017-10-02,19.9,33240.0
2017-10-04,DA,2017-10-03,20.2,15715.0
2017-10-05,DA,2017-10-04,20.0,8675.0
2017-10-06,DA,2017-10-05,20.05,6698.0
2017-10-07,DA,2017-10-06,19.3,14527.0
2017-10-08,DA,2017-10-07,20.1,5003.0
2017-10-09,DA,2017-10-08,21.8,16003.0
2017-10-10,DA,2017-10-09,22.5,48344.0
2017-10-11,DA,2017-10-10,22.7,55665.0
2017-10-12,DA,2017-10-11,21.44,38371.0
2017-10-13,DA,2017-10-12,21.55,11369.0
2017-10-14,DA,2017-10-13,20.95,17173.0
2017-10-15,DA,2017-10-14,20.6,9075.0
2017-10-16,DA,2017-10-15,21.64,15075.0
2017-10-17,DA,2017-10-16,20.85,36249.0
2017-10-18,DA,2017-10-17,20.55,50464.0
2017-10-19,DA,2017-10-18,21.0,21655.0
2017-10-20,DA,2017-10-19,20.7,44821.0
2017-10-21,DA,2017-10-20,20.0,16232.0
2017-10-22,DA,2017-10-21,21.01,13825.0
2017-10-23,DA,2017-10-22,22.08,12150.0
2017-10-24,DA,2017-10-23,21.9,31247.0
2017-10-25,DA,2017-10-24,22.0,17608.0
2017-10-26,DA,2017-10-25,22.25,41259.0
2017-10-27,DA,2017-10-26,22.0,32354.0
2017-10-28,DA,2017-10-27,20.26,15343.0
2017-10-29,DA,2017-10-28,21.0,6076.0
2017-10-30,DA,2017-10-29,22.25,9076.0
2017-10-31,DA,2017-10-30,21.55,12676.0
2017-11-01,DA,2017-10-31,20.85,33751.0
2017-11-02,DA,2017-11-01,22.0,5989.0
2017-11-03,DA,2017-11-02,20.89,6791.0
2017-11-04,DA,2017-11-03,19.8,19896.0
2017-11-05,DA,2017-11-04,21.48,4008.0
2017-11-06,DA,2017-11-05,22.48,4008.0
2017-11-07,DA,2017-11-06,21.65,5001.0
2017-11-08,DA,2017-11-07,23.75,6622.0
2017-11-09,DA,2017-11-08,23.7,5853.0
2017-11-10,DA,2017-11-09,23.6,9010.0
2017-11-11,DA,2017-11-10,23.5,17204.0
2017-11-12,DA,2017-11-11,23.5,4500.0
2017-11-13,DA,2017-11-12,24.5,200.0
2017-11-14,DA,2017-11-13,24.85,12271.0
2017-11-15,DA,2017-11-14,25.09,17368.0
2017-11-16,DA,2017-11-15,24.75,15072.0
2017-11-17,DA,2017-11-16,24.7,15609.0
2017-11-18,DA,2017-11-17,24.0,15008.0
2017-11-19,DA,2017-11-18,23.5,6710.0
2017-11-20,DA,2017-11-19,24.75,12510.0
2017-11-21,DA,2017-11-20,25.13,23840.0
2017-11-22,DA,2017-11-21,24.45,10845.0
2017-11-23,DA,2017-11-22,24.5,20150.0
2017-11-24,DA,2017-11-23,25.1,23624.0
2017-11-25,DA,2017-11-24,24.75,29894.0
2017-11-26,DA,2017-11-25,25.5,3013.0
2017-11-27,DA,2017-11-26,25.4,4200.0
2017-11-28,DA,2017-11-27,26.15,13612.0
2017-11-29,DA,2017-11-28,26.4,29815.0
2017-11-30,DA,2017-11-29,26.52,28846.0
2017-12-01,DA,2017-11-30,26.4,4563.0
2017-12-02,DA,2017-12-01,26.0,15982.0
2017-12-03,DA,2017-12-02,27.0,3000.0
2017-12-04,DA,2017-12-03,28.4,1500.0
2017-12-05,DA,2017-12-04,29.5,1100.0
2017-12-06,DA,2017-12-05,29.0,9611.0
2017-12-07,DA,2017-12-06,28.5,6380.0
2017-12-08,DA,2017-12-07,28.0,15822.0
2017-12-09,DA,2017-12-08,27.6,14956.0
2017-12-10,DA,2017-12-09,27.5,8010.0
2017-12-11,DA,2017-12-10,28.0,5010.0
2017-12-12,DA,2017-12-11,27.3,17631.0
2017-12-13,DA,2017-12-12,27.8,13574.0
2017-12-14,DA,2017-12-13,27.35,12149.0
2017-12-15,DA,2017-12-14,26.7,18075.0
2017-12-16,DA,2017-12-15,26.0,17506.0
2017-12-17,DA,2017-12-16,26.2,3811.0
2017-12-18,DA,2017-12-17,28.5,3500.0
2017-12-19,DA,2017-12-18,27.45,22579.0
2017-12-20,DA,2017-12-19,26.85,6949.0
2017-12-21,DA,2017-12-20,26.5,8649.0
2017-12-22,DA,2017-12-21,25.3,20249.0
2017-12-23,DA,2017-12-22,23.9,5826.0
2017-12-24,DA,2017-12-23,22.95,6013.0
2017-12-25,DA,2017-12-24,22.9,8678.0
2017-12-26,DA,2017-12-25,24.5,4013.0
2017-12-27,DA,2017-12-26,23.4,9075.0
2017-12-28,DA,2017-12-27,22.65,10449.0
2017-12-29,DA,2017-12-28,22.7,15513.0
2017-12-30,DA,2017-12-29,21.95,13891.0
2017-12-31,DA,2017-12-30,22.5,2007.0
2018-01-01,DA,2017-12-31,21.95,2509.0
2018-01-02,DA,2018-01-01,24.5,2470.0
2018-01-03,DA,2018-01-02,23.35,4295.0
2018-01-04,DA,2018-01-03,19.6,11082.0
2018-01-05,DA,2018-01-04,20.5,17939.0
2018-01-06,DA,2018-01-05,20.3,13651.0
2018-01-07,DA,2018-01-06,22.45,2300.0
2018-01-08,DA,2018-01-07,23.74,8549.0
2018-01-09,DA,2018-01-08,22.95,11285.0
2018-01-10,DA,2018-01-09,22.8,9345.0
2018-01-11,DA,2018-01-10,22.0,7625.0
2018-01-12,DA,2018-01-11,22.1,6848.0
2018-01-13,DA,2018-01-12,21.0,20040.0
2018-01-14,DA,2018-01-13,21.25,4139.0
2018-01-15,DA,2018-01-14,22.8,4024.0
2018-01-16,DA,2018-01-15,21.75,5447.0
2018-01-17,DA,2018-01-16,21.3,4774.0
2018-01-18,DA,2018-01-17,20.5,5734.0
2018-01-19,DA,2018-01-18,19.9,4924.0
2018-01-20,DA,2018-01-19,19.35,6668.0
2018-01-21,DA,2018-01-20,18.55,8024.0
2018-01-22,DA,2018-01-21,19.2,11524.0
2018-01-23,DA,2018-01-22,19.3,20035.0
2018-01-24,DA,2018-01-23,18.84,12953.0
2018-01-25,DA,2018-01-24,19.45,11542.0
2018-01-26,DA,2018-01-25,18.9,18807.0
2018-01-27,DA,2018-01-26,18.6,19947.0
2018-01-28,DA,2018-01-27,19.15,2268.0
2018-01-29,DA,2018-01-28,20.1,1673.0
2018-01-30,DA,2018-01-29,19.3,9685.0
2018-01-31,DA,2018-01-30,20.5,6467.0
2018-02-01,DA,2018-01-31,21.1,8137.0
2018-02-02,DA,2018-02-01,21.9,11567.0
2018-02-03,DA,2018-02-02,20.85,12632.0
2018-02-04,DA,2018-02-03,22.0,3291.0
2018-02-05,DA,2018-02-04,23.45,5500.0
2018-02-06,DA,2018-02-05,22.45,27853.0
2018-02-07,DA,2018-02-06,22.68,30410.0
2018-02-08,DA,2018-02-07,23.05,38051.0
2018-02-09,DA,2018-02-08,22.6,44668.0
2018-02-10,DA,2018-02-09,21.0,19510.0
2018-02-11,DA,2018-02-10,21.1,11290.0
2018-02-12,DA,2018-02-11,21.55,5382.0
2018-02-13,DA,2018-02-12,21.2,11399.0
2018-02-14,DA,2018-02-13,20.3,14948.0
2018-02-15,DA,2018-02-14,20.75,16566.0
2018-02-16,DA,2018-02-15,21.0,19389.0
2018-02-17,DA,2018-02-16,19.98,19934.0
2018-02-18,DA,2018-02-17,19.0,3860.0
2018-02-19,DA,2018-02-18,21.4,3860.0
2018-02-20,DA,2018-02-19,20.6,5294.0
2018-02-21,DA,2018-02-20,21.35,12990.0
2018-02-22,DA,2018-02-21,22.21,7467.0
2018-02-23,DA,2018-02-22,23.0,11488.0
2018-02-24,DA,2018-02-23,25.5,20559.0
2018-02-25,DA,2018-02-24,24.6,10520.0
2018-02-26,DA,2018-02-25,27.5,100.0
2018-02-27,DA,2018-02-26,25.4,12878.0
2018-02-28,DA,2018-02-27,28.0,62905.0
2018-03-01,DA,2018-02-28,31.5,61144.0
2018-03-02,DA,2018-03-01,36.28,67530.0
2018-03-03,DA,2018-03-02,30.5,46963.0
2018-03-04,DA,2018-03-03,25.5,10177.0
2018-03-05,DA,2018-03-04,25.5,12577.0
2018-03-06,DA,2018-03-05,23.25,19042.0
2018-03-07,DA,2018-03-06,22.85,13250.0
2018-03-08,DA,2018-03-07,22.5,24206.0
2018-03-09,DA,2018-03-08,22.4,16696.0
2018-03-10,DA,2018-03-09,22.2,21594.0
2018-03-11,DA,2018-03-10,22.0,3985.0
2018-03-12,DA,2018-03-11,22.6,4000.0
2018-03-13,DA,2018-03-12,25.5,31929.0
2018-03-14,DA,2018-03-13,24.8,41025.0
2018-03-15,DA,2018-03-14,22.9,22112.0
2018-03-16,DA,2018-03-15,23.75,23162.0
2018-03-17,DA,2018-03-16,23.5,35825.0
2018-03-18,DA,2018-03-17,23.25,9300.0
2018-03-19,DA,2018-03-18,25.25,11100.0
2018-03-20,DA,2018-03-19,23.55,20963.0
2018-03-21,DA,2018-03-20,23.11,41820.0
2018-03-22,DA,2018-03-21,23.45,45452.0
2018-03-23,DA,2018-03-22,22.55,33311.0
2018-03-24,DA,2018-03-23,20.5,25908.0
2018-03-25,DA,2018-03-24,20.0,7732.0
2018-03-26,DA,2018-03-25,21.2,7600.0
2018-03-27,DA,2018-03-26,21.2,44482.0
2018-03-28,DA,2018-03-27,20.85,34626.0
2018-03-29,DA,2018-03-28,19.05,19070.0
2018-03-30,DA,2018-03-29,18.5,12676.0
2018-03-31,DA,2018-03-30,18.89,3992.0
2018-04-01,DA,2018-03-31,20.8,30944.0
2018-04-02,DA,2018-04-01,22.4,5657.0
2018-04-03,DA,2018-04-02,20.1,24350.0
2018-04-04,DA,2018-04-03,20.2,13747.0
2018-04-05,DA,2018-04-04,21.0,24070.0
2018-04-06,DA,2018-04-05,21.7,17767.0
2018-04-07,DA,2018-04-06,20.0,26294.0
2018-04-08,DA,2018-04-07,20.2,7508.0
2018-04-09,DA,2018-04-08,21.0,12013.0
2018-04-10,DA,2018-04-09,21.45,29624.0
2018-04-11,DA,2018-04-10,23.0,30737.0
2018-04-12,DA,2018-04-11,22.9,40824.0
2018-04-13,DA,2018-04-12,23.05,63821.0
2018-04-14,DA,2018-04-13,21.75,23742.0
2018-04-15,DA,2018-04-14,22.75,12625.0
2018-04-16,DA,2018-04-15,22.95,8612.0
2018-04-17,DA,2018-04-16,21.9,35329.0
2018-04-18,DA,2018-04-17,20.4,9845.0
2018-04-19,DA,2018-04-18,20.0,13500.0
2018-04-20,DA,2018-04-19,19.9,28500.0
2018-04-21,DA,2018-04-20,19.7,18586.0
2018-04-22,DA,2018-04-21,20.0,3000.0
2018-04-23,DA,2018-04-22,20.15,4141.0
2018-04-24,DA,2018-04-23,20.27,25932.0
2018-04-25,DA,2018-04-24,20.0,7102.0
2018-04-26,DA,2018-04-25,20.15,21415.0
2018-04-27,DA,2018-04-26,20.1,17555.0
2018-04-28,DA,2018-04-27,20.05,16855.0
2018-04-29,DA,2018-04-28,20.15,11800.0
2018-04-30,DA,2018-04-29,20.3,16617.0
2018-05-01,DA,2018-04-30,20.75,17890.0
2018-05-02,DA,2018-05-01,20.7,9000.0
2018-05-03,DA,2018-05-02,20.6,9781.0
2018-05-04,DA,2018-05-03,21.05,13960.0
2018-05-05,DA,2018-05-04,20.52,12291.0
2018-05-06,DA,2018-05-05,20.35,1552.0
2018-05-07,DA,2018-05-06,20.9,500.0
2018-05-08,DA,2018-05-07,21.9,20550.0
2018-05-09,DA,2018-05-08,21.68,7725.0
2018-05-10,DA,2018-05-09,21.55,7515.0
2018-05-11,DA,2018-05-10,21.49,11432.0
2018-05-12,DA,2018-05-11,21.45,14328.0
2018-05-13,DA,2018-05-12,21.6,1700.0
2018-05-14,DA,2018-05-13,22.0,6681.0
2018-05-15,DA,2018-05-14,22.7,12945.0
2018-05-16,DA,2018-05-15,22.8,8550.0
2018-05-17,DA,2018-05-16,22.6,13727.0
2018-05-18,DA,2018-05-17,22.75,11147.0
2018-05-19,DA,2018-05-18,22.75,20816.0
2018-05-20,DA,2018-05-19,23.0,3290.0
2018-05-21,DA,2018-05-20,24.95,1750.0
2018-05-22,DA,2018-05-21,23.7,17825.0
2018-05-23,DA,2018-05-22,24.8,12890.0
2018-05-24,DA,2018-05-23,24.4,15732.0
2018-05-25,DA,2018-05-24,23.7,19370.0
2018-05-26,DA,2018-05-25,22.6,19781.0
2018-05-27,DA,2018-05-26,22.8,9455.0
2018-05-28,DA,2018-05-27,23.0,7000.0
2018-05-29,DA,2018-05-28,22.65,21681.0
2018-05-30,DA,2018-05-29,23.6,20300.0
2018-05-31,DA,2018-05-30,24.8,12055.0
2018-06-01,DA,2018-05-31,23.86,19571.0
2018-06-02,DA,2018-06-01,22.1,17339.0
2018-06-03,DA,2018-06-02,22.04,8942.0
2018-06-04,DA,2018-06-03,21.9,5500.0
2018-06-05,DA,2018-06-04,22.5,18995.0
2018-06-06,DA,2018-06-05,22.7,25480.0
2018-06-07,DA,2018-06-06,22.75,22450.0
2018-06-08,DA,2018-06-07,23.05,11595.0
2018-06-09,DA,2018-06-08,22.6,26164.0
2018-06-10,DA,2018-06-09,22.3,5835.0
2018-06-11,DA,2018-06-10,22.0,2673.0
2018-06-12,DA,2018-06-11,22.75,30315.0
2018-06-13,DA,2018-06-12,23.25,21341.0
2018-06-14,DA,2018-06-13,24.4,22321.0
2018-06-15,DA,2018-06-14,25.0,19725.0
2018-06-16,DA,2018-06-15,23.8,43489.0
2018-06-17,DA,2018-06-16,23.65,10696.0
2018-06-18,DA,2018-06-17,23.9,6416.0
2018-06-19,DA,2018-06-18,23.92,14665.0
2018-06-20,DA,2018-06-19,23.65,25239.0
2018-06-21,DA,2018-06-20,23.09,18690.0
2018-06-22,DA,2018-06-21,22.75,24990.0
2018-06-23,DA,2018-06-22,22.45,23100.0
2018-06-24,DA,2018-06-23,22.25,4500.0
2018-06-25,DA,2018-06-24,22.3,5520.0
2018-06-26,DA,2018-06-25,23.1,16810.0
2018-06-27,DA,2018-06-26,24.38,12709.0
2018-06-28,DA,2018-06-27,24.25,13477.0
2018-06-29,DA,2018-06-28,24.2,34008.0
2018-06-30,DA,2018-06-29,23.1,30730.0
2018-07-01,DA,2018-06-30,24.65,1430.0
2018-07-02,DA,2018-07-01,25.25,3400.0
2018-07-03,DA,2018-07-02,25.15,25652.0
2018-07-04,DA,2018-07-03,24.58,15723.0
2018-07-05,DA,2018-07-04,24.7,18948.0
2018-07-06,DA,2018-07-05,25.25,15775.0
2018-07-07,DA,2018-07-06,24.45,12311.0
2018-07-08,DA,2018-07-07,24.5,8870.0
2018-07-09,DA,2018-07-08,27.0,1500.0
2018-07-10,DA,2018-07-09,25.45,10937.0
2018-07-11,DA,2018-07-10,26.15,10691.0
2018-07-12,DA,2018-07-11,25.65,8683.0
2018-07-13,DA,2018-07-12,25.4,6594.0
2018-07-14,DA,2018-07-13,25.05,18429.0
2018-07-15,DA,2018-07-14,25.25,2270.0
2018-07-16,DA,2018-07-15,26.25,1500.0
2018-07-17,DA,2018-07-16,24.95,8710.0
2018-07-18,DA,2018-07-17,25.3,16070.0
2018-07-19,DA,2018-07-18,25.25,14020.0
2018-07-20,DA,2018-07-19,25.53,14700.0
2018-07-21,DA,2018-07-20,25.24,28012.0
2018-07-22,DA,2018-07-21,25.1,534.0
2018-07-23,DA,2018-07-22,25.0,500.0
2018-07-24,DA,2018-07-23,25.35,21958.0
2018-07-25,DA,2018-07-24,25.41,13375.0
2018-07-26,DA,2018-07-25,25.5,9577.0
2018-07-27,DA,2018-07-26,25.5,8330.0
2018-07-28,DA,2018-07-27,25.3,17041.0
2018-07-29,DA,2018-07-28,25.1,750.0
2018-07-30,DA,2018-07-29,25.5,750.0
2018-07-31,DA,2018-07-30,26.55,16270.0
2018-08-01,DA,2018-07-31,26.03,15065.0
2018-08-02,DA,2018-08-01,25.35,34562.0
2018-08-03,DA,2018-08-02,25.3,16114.0
2018-08-04,DA,2018-08-03,25.3,27068.0
2018-08-05,DA,2018-08-04,25.2,8626.0
2018-08-06,DA,2018-08-05,26.75,6842.0
2018-08-07,DA,2018-08-06,26.5,22457.0
2018-08-08,DA,2018-08-07,26.25,15191.0
2018-08-09,DA,2018-08-08,25.85,5150.0
2018-08-10,DA,2018-08-09,25.0,32349.0
2018-08-11,DA,2018-08-10,24.4,17195.0
2018-08-12,DA,2018-08-11,26.0,7442.0
2018-08-13,DA,2018-08-12,26.1,1644.0
2018-08-14,DA,2018-08-13,25.8,16384.0
2018-08-15,DA,2018-08-14,25.15,20457.0
2018-08-16,DA,2018-08-15,25.6,3000.0
2018-08-17,DA,2018-08-16,25.9,14107.0
2018-08-18,DA,2018-08-17,25.91,19068.0
2018-08-19,DA,2018-08-18,25.55,3070.0
2018-08-20,DA,2018-08-19,26.25,3080.0
2018-08-21,DA,2018-08-20,25.86,8680.0
2018-08-22,DA,2018-08-21,26.75,13690.0
2018-08-23,DA,2018-08-22,27.2,14675.0
2018-08-24,DA,2018-08-23,27.5,9517.0
2018-08-25,DA,2018-08-24,26.65,13375.0
2018-08-26,DA,2018-08-25,27.25,11295.0
2018-08-27,DA,2018-08-26,28.25,6350.0
2018-08-28,DA,2018-08-27,28.15,20482.0
2018-08-29,DA,2018-08-28,28.25,36268.0
2018-08-30,DA,2018-08-29,28.75,24500.0
2018-08-31,DA,2018-08-30,28.97,33950.0
2018-09-01,DA,2018-08-31,28.3,21492.0
2018-09-02,DA,2018-09-01,28.85,6761.0
2018-09-03,DA,2018-09-02,29.7,4377.0
2018-09-04,DA,2018-09-03,29.48,40500.0
2018-09-05,DA,2018-09-04,29.5,45940.0
2018-09-06,DA,2018-09-05,29.6,24236.0
2018-09-07,DA,2018-09-06,29.6,9740.0
2018-09-08,DA,2018-09-07,29.44,24672.0
2018-09-09,DA,2018-09-08,28.75,8750.0
2018-09-10,DA,2018-09-09,29.65,3500.0
2018-09-11,DA,2018-09-10,29.4,14770.0
2018-09-12,DA,2018-09-11,29.15,12540.0
2018-09-13,DA,2018-09-12,29.3,16914.0
2018-09-14,DA,2018-09-13,28.5,15932.0
2018-09-15,DA,2018-09-14,27.75,12013.0
2018-09-16,DA,2018-09-15,27.6,3500.0
2018-09-17,DA,2018-09-16,28.35,3000.0
2018-09-18,DA,2018-09-17,28.9,13645.0
2018-09-19,DA,2018-09-18,29.2,10281.0
2018-09-20,DA,2018-09-19,29.5,7542.0
2018-09-21,DA,2018-09-20,29.5,6090.0
2018-09-22,DA,2018-09-21,28.75,11503.0
2018-09-23,DA,2018-09-22,28.55,4264.0
2018-09-24,DA,2018-09-23,28.75,2600.0
2018-09-25,DA,2018-09-24,29.52,17689.0
2018-09-26,DA,2018-09-25,29.12,13235.0
2018-09-27,DA,2018-09-26,28.8,9100.0
2018-09-28,DA,2018-09-27,28.7,11042.0
2018-09-29,DA,2018-09-28,27.95,15100.0
2018-09-30,DA,2018-09-29,27.5,3400.0
2018-10-01,DA,2018-09-30,29.0,3000.0
2018-10-02,DA,2018-10-01,27.3,13400.0
2018-10-03,DA,2018-10-02,27.72,14884.0
2018-10-04,DA,2018-10-03,28.0,29583.0
2018-10-05,DA,2018-10-04,27.4,12407.0
2018-10-06,DA,2018-10-05,26.95,15222.0
2018-10-07,DA,2018-10-06,26.95,3525.0
2018-10-08,DA,2018-10-07,27.9,2900.0
2018-10-09,DA,2018-10-08,27.99,8898.0
2018-10-10,DA,2018-10-09,27.8,13798.0
2018-10-11,DA,2018-10-10,27.05,4157.0
2018-10-12,DA,2018-10-11,25.3,26213.0
2018-10-13,DA,2018-10-12,25.45,5816.0
2018-10-14,DA,2018-10-13,25.55,9814.0
2018-10-15,DA,2018-10-14,28.5,5150.0
2018-10-16,DA,2018-10-15,29.5,40372.0
2018-10-17,DA,2018-10-16,28.53,32530.0
2018-10-18,DA,2018-10-17,27.17,16190.0
2018-10-19,DA,2018-10-18,25.9,12241.0
2018-10-20,DA,2018-10-19,25.64,28982.0
2018-10-21,DA,2018-10-20,25.8,3000.0
2018-10-22,DA,2018-10-21,26.55,3500.0
2018-10-23,DA,2018-10-22,25.7,9016.0
2018-10-24,DA,2018-10-23,25.45,17645.0
2018-10-25,DA,2018-10-24,26.74,18548.0
2018-10-26,DA,2018-10-25,26.51,26005.0
2018-10-27,DA,2018-10-26,24.75,28263.0
2018-10-28,DA,2018-10-27,25.0,4100.0
2018-10-29,DA,2018-10-28,26.4,8050.0
2018-10-30,DA,2018-10-29,26.65,32210.0
2018-10-31,DA,2018-10-30,27.15,64673.0
2018-11-01,DA,2018-10-31,25.4,16986.0
2018-11-02,DA,2018-11-01,25.95,28281.0
2018-11-03,DA,2018-11-02,25.05,31182.0
2018-11-04,DA,2018-11-03,25.75,11571.0
2018-11-05,DA,2018-11-04,26.15,14020.0
2018-11-06,DA,2018-11-05,25.0,21469.0
2018-11-07,DA,2018-11-06,25.55,37362.0
2018-11-08,DA,2018-11-07,25.8,27992.0
2018-11-09,DA,2018-11-08,24.99,26073.0
2018-11-10,DA,2018-11-09,24.2,19941.0
2018-11-11,DA,2018-11-10,24.6,9102.0
2018-11-12,DA,2018-11-11,25.1,2045.0
2018-11-13,DA,2018-11-12,27.24,20822.0
2018-11-14,DA,2018-11-13,27.07,10622.0
2018-11-15,DA,2018-11-14,27.2,13976.0
2018-11-16,DA,2018-11-15,26.65,15487.0
2018-11-17,DA,2018-11-16,26.05,27978.0
2018-11-18,DA,2018-11-17,25.55,3015.0
2018-11-19,DA,2018-11-18,27.35,7279.0
2018-11-20,DA,2018-11-19,26.4,19497.0
2018-11-21,DA,2018-11-20,26.65,13310.0
2018-11-22,DA,2018-11-21,26.75,16146.0
2018-11-23,DA,2018-11-22,27.05,20815.0
2018-11-24,DA,2018-11-23,25.85,19354.0
2018-11-25,DA,2018-11-24,25.46,6393.0
2018-11-26,DA,2018-11-25,26.1,7406.0
2018-11-27,DA,2018-11-26,26.7,19081.0
2018-11-28,DA,2018-11-27,27.1,35066.0
2018-11-29,DA,2018-11-28,26.55,16043.0
2018-11-30,DA,2018-11-29,26.6,30507.0
2018-12-01,DA,2018-11-30,25.4,20118.0
2018-12-02,DA,2018-12-01,25.45,6764.0
2018-12-03,DA,2018-12-02,26.75,9300.0
2018-12-04,DA,2018-12-03,26.2,11928.0
2018-12-05,DA,2018-12-04,26.04,16469.0
2018-12-06,DA,2018-12-05,25.15,17461.0
2018-12-07,DA,2018-12-06,25.0,16812.0
2018-12-08,DA,2018-12-07,25.0,19287.0
2018-12-09,DA,2018-12-08,24.9,6244.0
2018-12-10,DA,2018-12-09,25.5,5250.0
2018-12-11,DA,2018-12-10,25.8,18500.0
2018-12-12,DA,2018-12-11,25.8,23116.0
2018-12-13,DA,2018-12-12,25.85,13075.0
2018-12-14,DA,2018-12-13,25.34,24692.0
2018-12-15,DA,2018-12-14,25.05,30110.0
2018-12-16,DA,2018-12-15,25.0,5003.0
2018-12-17,DA,2018-12-16,25.7,20542.0
